timing,slices,y_fit
69.0,0.01826158761953901,0.052135160484021704
70.0,0.018478786362205582,0.052110910568174545
71.0,0.017891143097324202,0.05208945795757084
72.0,0.017582238218864964,0.05207047997411659
73.0,0.01914244918702035,0.052053691161666533
74.0,0.020466154857605407,0.05203883899235347
75.0,0.01945256072516105,0.05202570006820619
76.0,0.01777651042758347,0.052014076760923
77.0,0.0161125267268207,0.05200379423925797
78.0,0.014755034585154155,0.051994697839307775
79.0,0.014175837938043105,0.05198665073814434
80.0,0.01710560764467984,0.051979531895801304
81.0,0.01742899243931681,0.05197323423465902
82.0,0.015387324258250363,0.05196766302884325
83.0,0.019022989878553682,0.0519627344794119
84.0,0.016615703813998364,0.05195837445389848
85.0,0.017835636751976032,0.051954517371253284
86.0,0.01846430644602785,0.05195110521541014
87.0,0.014469056240643064,0.0519480866626414
88.0,0.015479030394042945,0.05194541630957532
89.0,0.011138675519754507,0.0519430539902641
90.0,0.010978189782117486,0.05194096417203033
91.0,0.009877716152606485,0.05193911542100437
92.0,0.009527784844976893,0.05193747992931388
93.0,0.011943517527302541,0.0519360330968134
94.0,0.008721736177747312,0.0519347531610628
95.0,0.009163373621169486,0.05193362086998896
96.0,0.008579350335332499,0.05193261919230684
97.0,0.01011663476953982,0.05193173306134457
98.0,0.007083092330295614,0.051930949148418955
99.0,0.00654250879299199,0.051930255662353
100.0,0.008276478755280663,0.05192964217211965
101.0,0.006547335431717928,0.0519290994499441
102.0,0.006623354991651232,0.05192861933250488
103.0,0.006768154153428974,0.05192819459814569
104.0,0.0057340468063994815,0.05192781885825137
105.0,0.00446826080052552,0.051927486461153916
106.0,0.0060031319153698295,0.05192719240712328
107.0,0.0067729807921549125,0.051926932273164236
108.0,0.004858011877644,0.0519267021464882
109.0,0.004941271395666253,0.05192649856565923
110.0,0.004071269765318173,0.05192631846852909
111.0,0.004896624987451425,0.05192615914617811
112.0,0.0008603483528962859,0.05192601820216917
113.0,0.00017013901508889842,0.051925893516501814
114.0,0.0002992516010074437,0.051925783213724416
115.0,0.001093233671422136,0.051925685634724675
116.0,0.0,0.05192559931177421
117.0,0.0039964568650663335,0.05192552294645179
118.0,0.004055583189458894,0.0519254553901132
119.0,0.00473493259013294,0.05192539562661404
120.0,0.0035041397150219287,0.05192534275702537
121.0,0.0038794108759625926,0.05192529598611262
122.0,0.0032833209933107997,0.05192525461037403
123.0,0.004563586915362578,0.05192521800745904
124.0,0.004234168822318122,0.051925185626807195
125.0,0.0030190625230663904,0.05192515698136696
126.0,0.005364808943866137,0.051925131640269746
127.0,0.0038202845515700324,0.05192510922234903
128.0,0.004307775062888498,0.05192508939040707
129.0,0.004777165678984757,0.05192507184614295
130.0,0.003376233788784931,0.051925056325665735
131.0,0.003607912447629317,0.051925042595525134
132.0,0.006263770406569765,0.051925030449200105
133.0,0.007134978696599308,0.05192501970399246
134.0,0.005275516127436564,0.05192501019827884
135.0,0.004942478055347717,0.05192500178907964
136.0,0.014999986500494894,0.051924994349908424
137.0,0.01969268600177585,0.05192498776886937
138.0,0.023500903956531077,0.051924981946974196
139.0,0.023599850050412527,0.05192497679665321
140.0,0.02525056049467903,0.05192497224043821
141.0,0.02656461288781221,0.05192496820979716
142.0,0.02530124020130126,0.051924964644103434
143.0,0.024693083721834663,0.05192496148972386
144.0,0.026557372929723346,0.05192495869921205
145.0,0.023236645486286667,0.051924956230594684
146.0,0.022488516483768182,0.05192495404674022
147.0,0.019103836077213006,0.05192495211480034
148.0,0.01715990733034646,0.051924950405715896
149.0,0.017252820125820592,0.0519249488937798
150.0,0.019231742003450004,0.051924947556250364
151.0,0.01752190523479094,0.05192494637300922
152.0,0.017291433235627936,0.05192494532625872
153.0,0.019464627321975854,0.05192494440025423
154.0,0.017056134597739074,0.05192494358106732
155.0,0.01338185586762833,0.05192494285637624
156.0,0.01494086017610225,0.05192494221528059
157.0,0.015102552573420734,0.051924941648137365
158.0,0.01529079148373184,0.05192494114641592
159.0,0.017267300041998324,0.05192494070256965
160.0,0.01733004634543536,0.05192494030992247
161.0,0.017192487141746485,0.05192493996256839
162.0,0.014999986500494894,0.05192493965528271
163.0,0.017745137275864912,0.051924939383443426
164.0,0.01794423612330936,0.05192493914296166
165.0,0.02149181558686457,0.05192493893022024
166.0,0.021925006412516414,0.05192493874201922
167.0,0.019383781123316613,0.05192493857552779
168.0,0.018717704979138917,0.051924938428241675
169.0,0.02146768239323496,0.05192493829794549
170.0,0.021945519627101548,0.05192493818267938
171.0,0.020814879505553534,0.05192493808070959
172.0,0.022373883814027454,0.05192493799050234
173.0,0.022553676106568145,0.051924937910700776
174.0,0.02038651531862763,0.05192493784010459
175.0,0.021651094664820125,0.051924937777651885
176.0,0.022299070913775615,0.05192493772240331
177.0,0.020491494710916564,0.05192493767352783
178.0,0.019912298063805515,0.051924937630290297
179.0,0.02295187380145704,0.051924937592040345
180.0,0.021199803943946074,0.05192493755820265
181.0,0.020451674941427675,0.051924937528268246
182.0,0.02140976272852386,0.051924937501786866
183.0,0.025068354882775326,0.051924937478360196
184.0,0.025652378168612315,0.05192493745763587
185.0,0.0263582740822789,0.05192493743930216
186.0,0.023937714761227313,0.0519249374230833
187.0,0.02518540087187907,0.05192493740873534
188.0,0.020209136345449862,0.05192493739604247
189.0,0.020246542795575827,0.051924937384813755
190.0,0.02097415858350909,0.051924937374880305
191.0,0.02210117872601263,0.051924937366092716
192.0,0.02242818349969416,0.0519249373583188
193.0,0.01864530539825009,0.05192493735144164
194.0,0.019143655846701812,0.05192493734535777
195.0,0.023789295620405097,0.0519249373399757
196.0,0.024817369669027187,0.051924937335214465
197.0,0.02320527233456811,0.05192493733100246
198.0,0.020201896387360998,0.051924937327276315
199.0,0.023503317275894005,0.05192493732398
200.0,0.025590838524856743,0.05192493732106392
201.0,0.022649002221405205,0.05192493731848422
202.0,0.023089433005145914,0.051924937316202104
203.0,0.02446502504203467,0.051924937314183225
204.0,0.02146768239323496,0.05192493731239724
205.0,0.022723815121657043,0.05192493731081727
206.0,0.021783827229783063,0.05192493730941956
207.0,0.019579259991716585,0.051924937308183074
208.0,0.0173409062825687,0.05192493730708922
209.0,0.01939826103949443,0.05192493730612155
210.0,0.0235974367310496,0.0519249373052655
211.0,0.02482098964807166,0.0519249373045082
212.0,0.025470172556708612,0.05192493730383826
213.0,0.01980973199087959,0.05192493730324559
214.0,0.014057585289257902,0.0519249373027213
215.0,0.01945497404452406,0.05192493730225748
216.0,0.02491872908227165,0.05192493730184716
217.0,0.025900950062997447,0.051924937301484175
218.0,0.02548585913256789,0.051924937301163064
219.0,0.02674923181907884,0.05192493730087899
220.0,0.02438055886433095,0.051924937300627694
221.0,0.027336875083960304,0.05192493730040538
222.0,0.026266567946486314,0.05192493730020871
223.0,0.023568476898693968,0.051924937300034724
224.0,0.026202614983367817,0.05192493729988081
225.0,0.024963375490486474,0.05192493729974465
226.0,0.02477996321890131,0.0519249372996242
227.0,0.024854776119153148,0.051924937299517644
228.0,0.02451087810993096,0.05192493729942337
229.0,0.026412573767945605,0.05192493729933998
230.0,0.02522884062041235,0.051924937299266206
231.0,0.02537363978219009,0.051924937299200946
232.0,0.024066827347145773,0.051924937299143215
233.0,0.020660427066323914,0.05192493729909214
234.0,0.019200368851731445,0.05192493729904695
235.0,0.018031115620376004,0.05192493729900698
236.0,0.010400199794687901,0.05192493729897162
237.0,0.007919307489562207,0.05192493729894034
238.0,0.0009134413788814439,0.05192493729891267
239.0,0.004537040402369957,0.05192493729888819
